project_type,location,total_area_sqft,num_floors,num_workers,planned_duration_days,material_quality,complexity_level,has_basement,weather_risk_zone,contractor_experience_years,soil_type,water_table_level,distance_from_city_km,site_accessibility,floor_height_ft,foundation_type,num_bathrooms,electrical_load_kw,finishing_level,site_topography,actual_cost,actual_duration_days
residential,Mangalore,4700,3,42,192,economy,low,False,high,3,normal,deep,26,moderate,10,strip,6,24,basic,gentle_slope,11514000.0,182
commercial,Thiruvananthapuram,46400,5,342,730,standard,medium,False,high,5,marshy,high,0,moderate,14,pile,50,591,standard,steep_slope,624743000.0,746
commercial,Bhubaneswar,7500,1,31,186,premium,medium,True,high,11,normal,high,4,easy,16,isolated,9,149,premium,hilly,71604000.0,179
commercial,Indore,48900,4,406,730,standard,low,False,moderate,11,rocky,shallow,3,difficult,14,isolated,50,796,standard,flat,278967000.0,742
industrial,Vijayawada,11200,1,44,294,standard,low,False,moderate,8,rocky,moderate,12,moderate,20,raft,5,335,premium,flat,63830000.0,292
residential,Visakhapatnam,1300,1,7,60,standard,high,False,high,6,marshy,deep,0,moderate,9,raft,2,6,standard,gentle_slope,6566000.0,67
commercial,Thrissur,18900,7,190,730,economy,medium,False,high,6,normal,moderate,24,difficult,14,pile,23,211,basic,hilly,123004000.0,728
residential,Patna,2100,4,13,130,premium,medium,False,high,7,sandy,shallow,20,easy,10.5,isolated,5,8,luxury,gentle_slope,22524000.0,115
industrial,Gurgaon,76100,3,421,730,economy,low,False,high,4,clay,shallow,0,difficult,18,raft,40,1782,basic,flat,280599000.0,727
residential,Navi Mumbai,5600,4,53,365,premium,high,True,high,10,normal,deep,0,easy,9,isolated,8,36,luxury,flat,92908000.0,369
infrastructure,Thane,6900,1,50,210,standard,medium,False,high,9,normal,shallow,11,moderate,14,isolated,5,28,premium,gentle_slope,67122000.0,208
residential,Goa,4000,1,21,131,standard,high,False,high,12,marshy,high,0,easy,10.5,pile,5,30,standard,flat,25609000.0,136
industrial,Amritsar,28600,3,79,730,premium,high,False,moderate,7,normal,moderate,12,easy,20,isolated,16,979,luxury,steep_slope,416754000.0,731
residential,Kanpur,1400,4,14,103,standard,high,False,moderate,9,sandy,deep,19,moderate,12,strip,3,6,standard,gentle_slope,8978000.0,109
residential,Patna,2700,3,22,153,standard,medium,False,high,12,rocky,moderate,34,moderate,10,isolated,5,14,standard,flat,11470000.0,160
residential,Gurgaon,7000,4,49,485,standard,high,False,high,10,clay,high,19,difficult,11,strip,10,43,premium,gentle_slope,94622000.0,490
residential,Indore,2000,1,14,96,standard,low,False,moderate,9,normal,shallow,7,difficult,10,strip,4,6,premium,flat,9281000.0,98
residential,Warangal,1200,3,11,74,standard,low,False,moderate,14,sandy,moderate,48,moderate,10,raft,2,6,standard,flat,4525000.0,59
infrastructure,Gurgaon,21400,1,118,730,standard,medium,False,low,7,normal,deep,45,moderate,10,raft,14,108,premium,flat,160556000.0,733
infrastructure,Delhi,21800,2,119,730,economy,high,False,high,3,sandy,deep,0,easy,16,strip,13,78,standard,flat,169400000.0,717
residential,Ranchi,4300,3,41,210,standard,low,False,moderate,7,normal,deep,39,moderate,10.5,strip,9,24,basic,gentle_slope,11070000.0,210
commercial,Hubli,45600,4,230,730,standard,low,False,low,6,sandy,deep,7,easy,12,isolated,50,631,premium,steep_slope,319203000.0,731
residential,Chandigarh,4500,2,33,274,premium,medium,True,moderate,1,marshy,moderate,0,moderate,10,raft,7,26,premium,flat,55199000.0,294
infrastructure,Pune,18500,2,114,551,economy,medium,False,moderate,8,normal,deep,0,easy,10.5,isolated,13,76,basic,flat,58982000.0,544
industrial,Bhopal,25700,2,110,482,premium,medium,False,low,13,rocky,deep,17,difficult,14,isolated,14,634,premium,steep_slope,250944000.0,495
commercial,Chennai,49100,2,172,730,standard,high,False,high,15,sandy,deep,27,easy,12,strip,50,539,premium,flat,439376000.0,728
residential,Jabalpur,3100,3,23,177,standard,high,True,moderate,5,normal,high,15,easy,14,isolated,4,20,standard,flat,17235000.0,201
industrial,Indore,48000,2,215,730,standard,low,False,moderate,17,sandy,high,3,moderate,12,raft,24,1206,basic,steep_slope,204439000.0,715
commercial,Goa,15300,2,65,523,premium,low,False,high,7,sandy,moderate,35,moderate,11,isolated,18,179,luxury,gentle_slope,179966000.0,531
infrastructure,Meerut,12500,1,63,463,economy,medium,False,moderate,9,sandy,deep,35,difficult,16,isolated,7,62,basic,gentle_slope,51797000.0,464
industrial,Coimbatore,74200,1,333,730,standard,high,False,low,2,marshy,deep,5,easy,16,pile,38,3089,standard,flat,415169000.0,722
residential,Dehradun,2000,1,12,71,economy,medium,False,high,8,clay,moderate,0,moderate,12,pile,4,6,standard,steep_slope,8131000.0,80
commercial,Thiruvananthapuram,12800,7,85,717,premium,medium,True,high,5,rocky,shallow,0,easy,11,raft,15,237,premium,flat,246009000.0,746
infrastructure,Faridabad,10800,1,54,443,standard,high,False,high,10,clay,shallow,12,easy,10.5,strip,7,36,standard,flat,78132000.0,465
commercial,Warangal,37100,5,206,730,standard,medium,False,moderate,8,normal,moderate,44,moderate,12,pile,45,476,standard,flat,226209000.0,748
infrastructure,Jamshedpur,13800,1,68,361,premium,high,False,moderate,1,sandy,shallow,42,moderate,10,isolated,10,79,luxury,gentle_slope,232207000.0,375
residential,Coimbatore,7600,4,59,463,economy,low,False,low,5,normal,shallow,24,moderate,11,raft,12,36,standard,flat,29875000.0,455
residential,Kolkata,7900,3,59,504,economy,medium,False,high,4,rocky,shallow,24,difficult,10,isolated,15,54,basic,gentle_slope,27848000.0,503
residential,Thiruvananthapuram,3000,2,14,173,premium,medium,True,high,4,normal,moderate,18,difficult,10.5,isolated,6,17,premium,flat,30207000.0,185
residential,Pondicherry,7600,1,37,281,standard,high,False,high,11,normal,moderate,24,moderate,10,isolated,11,59,basic,hilly,34020000.0,306
residential,Jamshedpur,7400,2,44,389,premium,high,False,moderate,1,marshy,moderate,14,easy,9,pile,11,56,premium,hilly,123734000.0,413
commercial,Srinagar,28400,1,122,585,standard,medium,True,low,9,normal,shallow,16,easy,10,strip,35,402,premium,hilly,271560000.0,583
commercial,Rajkot,31200,6,309,730,standard,medium,False,moderate,14,marshy,deep,30,moderate,12,raft,39,554,standard,flat,265374000.0,727
infrastructure,Jamshedpur,6700,1,38,183,standard,medium,False,moderate,10,rocky,high,35,moderate,12,strip,3,28,standard,flat,36146000.0,189
commercial,Warangal,41100,4,263,730,standard,high,False,moderate,13,rocky,moderate,43,moderate,16,isolated,50,742,premium,gentle_slope,497120000.0,735
residential,Thanjavur,1400,4,11,96,standard,low,False,moderate,4,marshy,high,36,moderate,9,strip,2,6,standard,gentle_slope,8329000.0,101
commercial,Ahmedabad,11800,3,46,567,economy,medium,False,moderate,10,sandy,shallow,0,easy,12,strip,13,200,standard,gentle_slope,54851000.0,581
residential,Coimbatore,900,2,5,67,standard,medium,False,low,3,sandy,deep,0,difficult,10,isolated,1,4,premium,gentle_slope,4439000.0,73
residential,Kochi,5200,3,50,303,standard,high,False,high,6,sandy,moderate,17,easy,10,raft,9,26,standard,flat,33340000.0,297
infrastructure,Mumbai,16200,1,127,551,premium,medium,False,high,10,sandy,shallow,18,moderate,16,strip,12,38,luxury,flat,352365000.0,546
residential,Mangalore,7000,4,58,435,economy,high,False,high,8,normal,moderate,24,difficult,12,raft,12,50,basic,hilly,37359000.0,427
industrial,Noida,21700,3,88,636,premium,medium,False,high,7,sandy,moderate,13,easy,18,strip,9,495,premium,gentle_slope,227591000.0,660
residential,Hubli,5500,2,41,213,economy,high,False,low,5,rocky,moderate,13,moderate,10,isolated,9,43,standard,gentle_slope,19965000.0,221
commercial,Varanasi,8100,4,66,265,standard,high,True,moderate,12,normal,deep,9,easy,14,strip,10,103,standard,gentle_slope,56830000.0,292
commercial,Navi Mumbai,34400,4,197,730,standard,medium,True,high,5,sandy,shallow,12,easy,14,raft,43,482,standard,steep_slope,417000000.0,737
residential,Nashik,4200,1,31,164,standard,low,False,moderate,9,sandy,deep,16,moderate,9,isolated,7,23,standard,flat,10427000.0,161
residential,Thane,3500,2,28,123,economy,low,False,high,4,marshy,shallow,0,easy,11,raft,6,20,standard,flat,13808000.0,116
commercial,Noida,6500,2,26,202,standard,high,False,high,10,normal,shallow,4,easy,10,isolated,9,106,standard,flat,41325000.0,231
residential,Jaipur,6800,1,52,221,standard,low,False,high,1,rocky,high,58,difficult,10,isolated,11,28,standard,gentle_slope,31202000.0,230
residential,Agra,3800,1,29,191,standard,medium,False,high,12,normal,deep,30,moderate,11,strip,6,29,standard,flat,11177000.0,176
residential,Trichy,2500,1,16,82,economy,low,False,moderate,12,sandy,shallow,20,easy,11,raft,3,15,basic,steep_slope,5738000.0,82
infrastructure,Bhopal,2900,1,21,79,premium,medium,False,moderate,8,clay,moderate,0,easy,10,raft,2,15,luxury,steep_slope,50896000.0,69
commercial,Lucknow,6700,6,66,417,standard,low,False,moderate,2,clay,deep,44,moderate,11,pile,8,60,standard,flat,68402000.0,438
residential,Indore,7300,4,82,481,economy,low,False,high,9,sandy,shallow,30,difficult,10,strip,12,35,basic,flat,24195000.0,466
residential,Gandhinagar,3800,1,21,138,standard,low,True,moderate,7,rocky,shallow,53,difficult,9,strip,5,25,basic,flat,17566000.0,166
industrial,Mysore,39600,3,201,730,economy,medium,False,low,7,rocky,shallow,0,moderate,16,isolated,19,1362,standard,flat,124749000.0,715
commercial,Faridabad,38700,3,282,730,standard,low,False,high,12,normal,moderate,0,moderate,10,isolated,47,514,standard,gentle_slope,193615000.0,715
commercial,Mumbai,37600,8,397,730,premium,high,True,high,14,normal,deep,32,moderate,14,raft,47,331,luxury,flat,1322680000.0,715
commercial,Jamshedpur,31100,2,172,730,economy,low,False,moderate,7,sandy,moderate,26,difficult,11,raft,39,269,basic,gentle_slope,106537000.0,746
residential,Mysore,5900,1,45,234,premium,low,False,low,10,normal,moderate,0,easy,11,strip,8,21,luxury,flat,34988000.0,219
commercial,Jaipur,47300,8,356,730,premium,low,True,high,8,sandy,shallow,47,easy,14,pile,50,922,premium,flat,883660000.0,739
commercial,Coimbatore,6800,6,52,360,standard,medium,False,low,10,sandy,shallow,37,moderate,16,pile,10,68,standard,flat,75123000.0,364
residential,Mangalore,5400,3,54,329,standard,low,False,high,11,sandy,deep,0,moderate,10,isolated,8,19,premium,steep_slope,29905000.0,326
residential,Ranchi,7600,1,58,334,standard,medium,False,moderate,5,clay,high,17,easy,10,pile,11,49,premium,hilly,56298000.0,331
industrial,Bareilly,49700,2,141,730,premium,medium,False,moderate,6,rocky,moderate,0,difficult,20,strip,26,2335,luxury,flat,498218000.0,747
residential,Pondicherry,1500,4,8,91,economy,low,False,high,6,normal,high,13,moderate,9,isolated,3,7,basic,flat,4531000.0,96
residential,Srinagar,2600,4,26,138,economy,high,False,high,1,normal,moderate,14,easy,10,raft,5,14,standard,steep_slope,16577000.0,176
residential,Kochi,1500,1,9,81,standard,low,False,high,4,normal,moderate,20,easy,12,isolated,4,11,premium,steep_slope,8109000.0,79
industrial,Ahmedabad,40500,1,139,730,standard,low,False,moderate,1,clay,high,0,moderate,16,raft,22,1684,standard,flat,220465000.0,750
infrastructure,Thane,6500,1,38,275,premium,low,False,high,8,sandy,moderate,18,easy,10.5,strip,6,33,premium,flat,65212000.0,277
residential,Nagpur,5700,2,39,258,standard,low,False,moderate,13,normal,deep,3,moderate,11,raft,10,26,standard,gentle_slope,20663000.0,243
commercial,Nagpur,11200,6,103,358,economy,medium,False,moderate,5,marshy,shallow,10,difficult,11,pile,16,163,basic,flat,72398000.0,356
residential,Bareilly,7100,3,45,443,premium,low,False,moderate,9,sandy,deep,17,easy,12,strip,12,35,standard,hilly,38507000.0,463
residential,Chandigarh,1600,3,14,74,standard,medium,False,moderate,9,normal,moderate,0,moderate,10.5,isolated,2,8,basic,flat,5033000.0,62
commercial,Meerut,23100,7,222,730,standard,medium,False,moderate,5,marshy,moderate,15,difficult,14,raft,30,334,standard,hilly,271507000.0,742
infrastructure,Jodhpur,19600,1,78,503,economy,medium,False,moderate,7,sandy,shallow,0,easy,14,isolated,14,102,standard,flat,78060000.0,515
commercial,Nagpur,4400,4,21,169,premium,medium,False,moderate,8,rocky,deep,42,moderate,14,isolated,5,42,premium,flat,53535000.0,178
commercial,Goa,10900,4,59,474,standard,medium,False,high,12,sandy,deep,11,easy,16,isolated,12,213,standard,flat,53779000.0,470
commercial,Pune,31500,3,192,730,standard,medium,False,low,8,sandy,moderate,0,moderate,14,isolated,40,268,standard,flat,161865000.0,719
commercial,Surat,20500,4,159,626,standard,low,False,moderate,12,normal,moderate,0,easy,12,strip,25,347,basic,gentle_slope,79434000.0,617
commercial,Gurgaon,41900,5,232,730,standard,medium,False,low,7,sandy,moderate,2,easy,11,pile,50,501,standard,flat,383566000.0,740
residential,Thanjavur,4400,2,25,252,economy,medium,False,moderate,7,normal,high,0,easy,9,isolated,9,20,basic,gentle_slope,10525000.0,238
commercial,Coimbatore,15100,5,76,623,economy,high,False,low,11,normal,deep,0,moderate,12,strip,17,222,standard,gentle_slope,95442000.0,627
residential,Guwahati,6600,2,46,351,economy,high,False,low,4,normal,deep,44,moderate,9,isolated,10,32,basic,gentle_slope,20824000.0,361
residential,Coimbatore,2400,4,14,157,premium,medium,False,low,8,normal,moderate,41,easy,10,strip,3,7,luxury,gentle_slope,33839000.0,163
commercial,Tirupati,26800,1,136,730,standard,high,False,moderate,12,normal,deep,6,easy,11,strip,33,502,standard,gentle_slope,115501000.0,734
residential,Warangal,2100,1,10,108,standard,high,False,moderate,9,normal,deep,25,moderate,10,raft,4,8,standard,hilly,10439000.0,125
residential,Hubli,1500,2,9,82,standard,medium,False,low,2,normal,moderate,49,difficult,10,isolated,1,7,standard,gentle_slope,6696000.0,94
residential,Amritsar,7400,2,46,375,standard,medium,False,low,5,rocky,deep,35,moderate,10,isolated,14,30,standard,flat,30308000.0,373
infrastructure,Varanasi,5800,1,25,171,standard,low,False,moderate,12,normal,moderate,53,moderate,10,raft,3,18,standard,flat,28018000.0,157
commercial,Warangal,8300,8,63,496,standard,medium,False,moderate,2,marshy,shallow,14,moderate,14,raft,9,97,standard,flat,78779000.0,504
infrastructure,Hubli,16200,2,75,688,standard,medium,False,low,4,marshy,high,50,moderate,11,raft,10,59,standard,flat,143915000.0,694
residential,Bhopal,6400,1,49,291,standard,medium,False,moderate,15,marshy,moderate,19,difficult,10,pile,10,23,standard,steep_slope,40140000.0,312
residential,Thrissur,2300,1,16,112,premium,medium,False,high,6,sandy,moderate,22,moderate,10,strip,2,16,luxury,gentle_slope,26297000.0,97
residential,Aligarh,6400,4,44,375,standard,low,True,moderate,2,rocky,moderate,13,easy,10,isolated,12,34,standard,gentle_slope,37534000.0,392
commercial,Noida,33300,7,237,730,economy,high,False,high,9,normal,moderate,0,moderate,10,raft,41,481,standard,flat,237949000.0,735
commercial,Amritsar,21100,8,166,730,standard,medium,True,moderate,8,rocky,deep,14,easy,16,raft,28,344,standard,flat,220349000.0,749
residential,Srinagar,3100,2,18,129,standard,medium,False,high,6,normal,shallow,23,moderate,10,strip,5,14,basic,steep_slope,13262000.0,114
residential,Nagpur,3700,1,29,162,standard,medium,False,moderate,5,clay,moderate,21,difficult,16,strip,5,16,premium,flat,22557000.0,170
industrial,Bareilly,34500,3,89,730,standard,medium,False,low,7,clay,shallow,40,difficult,14,raft,18,692,standard,flat,184974000.0,744
industrial,Surat,71000,3,395,730,standard,low,False,high,9,normal,moderate,27,difficult,16,isolated,35,2951,standard,flat,309968000.0,721
residential,Aligarh,6900,4,52,495,premium,low,True,moderate,5,rocky,moderate,0,moderate,10,raft,12,32,luxury,flat,78905000.0,499
industrial,Dehradun,30200,1,115,730,standard,low,False,high,9,normal,moderate,12,easy,16,isolated,17,1009,standard,steep_slope,139338000.0,743
commercial,Vellore,49200,4,339,730,standard,high,False,moderate,13,rocky,shallow,30,moderate,10,isolated,50,456,premium,flat,436513000.0,736
residential,Udaipur,3700,1,17,130,standard,medium,False,high,9,sandy,high,56,difficult,10,isolated,6,26,premium,flat,19263000.0,136
residential,Vijayawada,7800,4,87,553,economy,low,True,moderate,8,sandy,moderate,44,moderate,10,isolated,12,44,basic,gentle_slope,21525000.0,569
commercial,Kanpur,25400,3,143,730,economy,medium,False,moderate,8,rocky,deep,28,easy,12,isolated,30,420,standard,steep_slope,122849000.0,737
industrial,Aurangabad,31900,2,156,730,standard,low,False,moderate,7,sandy,deep,29,easy,16,raft,14,977,standard,flat,124869000.0,715
infrastructure,Ahmedabad,5700,2,42,187,standard,medium,False,moderate,4,normal,deep,0,easy,12,strip,3,33,premium,flat,34954000.0,182
infrastructure,Nagpur,5700,2,29,221,economy,high,False,moderate,10,clay,shallow,0,easy,18,pile,2,22,standard,hilly,54217000.0,256
residential,Thiruvananthapuram,1000,2,8,67,standard,medium,False,high,5,marshy,moderate,66,remote,18,pile,1,5,standard,flat,8753000.0,58
residential,Pune,5600,3,55,378,premium,medium,False,moderate,1,rocky,moderate,16,difficult,14,strip,9,20,premium,flat,70164000.0,370
infrastructure,Hyderabad,2300,1,11,62,premium,medium,False,moderate,8,clay,shallow,37,difficult,10.5,pile,2,6,luxury,steep_slope,65372000.0,74
residential,Lucknow,6300,2,33,215,standard,high,False,moderate,9,normal,deep,0,easy,9,strip,12,21,standard,steep_slope,31063000.0,248
commercial,Bhubaneswar,38500,4,326,730,standard,medium,False,high,13,sandy,moderate,17,easy,14,raft,49,733,premium,flat,325877000.0,718
residential,Ludhiana,1300,1,6,62,economy,high,False,moderate,10,sandy,moderate,30,difficult,11,strip,4,9,basic,flat,3932000.0,75
residential,Meerut,3000,2,23,137,standard,medium,True,moderate,15,sandy,high,33,difficult,14,strip,7,22,basic,gentle_slope,13899000.0,140
industrial,Bangalore,32200,3,148,670,economy,medium,False,low,5,normal,moderate,20,moderate,12,isolated,15,802,basic,flat,92273000.0,659
infrastructure,Bhubaneswar,8300,2,73,272,premium,medium,False,high,4,rocky,moderate,69,difficult,12,isolated,7,38,luxury,flat,162365000.0,274
residential,Gandhinagar,1800,1,11,96,economy,low,False,high,9,sandy,deep,51,difficult,11,raft,5,8,basic,flat,5750000.0,90
commercial,Nagpur,14800,3,102,462,economy,medium,True,moderate,7,normal,deep,46,difficult,16,strip,19,258,basic,flat,59089000.0,480
residential,Jodhpur,6900,3,66,312,standard,medium,False,moderate,5,normal,deep,36,difficult,10,strip,12,32,standard,gentle_slope,29070000.0,317
residential,Lucknow,5000,3,42,193,standard,medium,False,moderate,8,rocky,deep,0,easy,10,isolated,8,23,basic,hilly,23898000.0,208
residential,Bareilly,3400,1,26,138,standard,low,False,moderate,3,normal,shallow,1,difficult,10.5,isolated,7,18,standard,steep_slope,10037000.0,132
commercial,Bareilly,15300,5,102,694,premium,medium,False,low,1,clay,deep,27,moderate,14,raft,19,183,premium,flat,195704000.0,699
